associated_gene,totalN,novelN
NXPH2,16,4
NXPH3,14,1
NXPH4,7,1
NXT1,20,13
NXT2,32,20
NYAP1,12,7
NYAP2,67,22
NYNRIN,52,18
OAF,51,21
OARD1,184,57
OAS1,26,5
OAS2,15,1
OAS3,7,0
OASL,8,0
OAT,290,240
OAZ1,404,351
OAZ2,221,204
OAZ3,20,16
OBI1,117,79
OBP2A,1,1
OBSCN,77,18
OBSL1,153,48
OC90,1,0
OCA2,85,53
OCEL1,95,49
OCIAD1,861,686
OCIAD2,249,202
OCLN,19,4
OCM,8,3
OCM2,1,1
OCRL,102,43
ODAD1,2,2
ODAD2,28,7
ODAD3,35,19
ODAD4,87,54
ODAPH,1,0
ODC1,131,101
ODF2,273,154
ODF2L,310,136
ODF3,1,1
ODF3B,10,1
ODF3L1,4,2
ODR4,178,144
OFD1,229,58
OGA,291,99
OGDH,165,85
OGDHL,161,122
OGFOD1,181,94
OGFOD2,153,96
OGFOD3,62,30
OGFR,79,65
OGFRL1,23,1
OGG1,276,178
OGN,40,3
OGT,216,47
OIP5,30,15
OLA1,613,488
OLAH,4,1
OLFM1,363,286
OLFM2,78,52
OLFM3,220,78
OLFM4,12,4
OLFML1,15,0
OLFML2B,27,8
OLFML3,23,6
OLIG1,20,3
OLIG2,9,6
OLIG3,2,0
OLR1,44,15
OMA1,408,352
OMD,8,0
OMG,48,31
ONECUT1,1,0
OOSP1,1,0
OPA1,904,350
OPA3,33,24
OPALIN,144,92
OPCML,268,195
OPHN1,89,24
OPLAH,25,5
OPN1SW,3,3
OPN3,60,11
OPN4,16,6
OPRD1,13,12
OPRK1,5,2
OPRL1,62,39
OPRM1,39,33
OPTC,1,1
OPTN,497,308
OR10A5,1,0
OR10AC1,1,0
OR10AD1,2,0
OR10H1,1,0
OR10X1,1,0
OR11L1,1,0
OR14I1,17,0
OR1F1,7,0
OR1L3,1,0
OR1R1P,2,0
OR2A4,3,0
OR2AK2,1,1
OR2B6,1,0
OR2B8P,1,0
OR2C1,1,0
OR2C3,1,1
OR2L13,28,26
OR2L2,3,3
OR2M3,2,2
OR2S2,3,0
OR2T8,2,2
OR2W3,21,0
OR3A1,1,1
OR3A2,11,8
OR4C3,1,0
OR4C45,1,0
OR4F16,2,0
OR4F3,1,0
OR51E1,4,1
OR51E2,3,1
OR52E2,1,0
OR52J3,1,0
OR52N2,2,0
OR56B1,1,0
OR5C1,5,0
OR6B3,1,1
OR6M1,2,0
OR7A5,2,0
OR7C1,2,1
OR8S1,5,0
ORAI1,8,1
ORAI2,31,10
ORAI3,19,8
ORC1,46,21
ORC2,119,46
ORC3,333,210
ORC4,363,244
ORC5,154,114
ORC6,94,50
ORMDL1,217,125
ORMDL2,39,9
ORMDL3,46,38
OS9,443,345
OSBP,61,4
OSBP2,118,55
OSBPL10,42,9
OSBPL11,54,18
OSBPL1A,307,187
OSBPL2,176,76
OSBPL3,74,19
OSBPL5,70,15
OSBPL6,176,55
OSBPL7,42,23
OSBPL8,188,83
OSBPL9,373,291
OSCAR,1,0
OSCP1,114,59
OSER1,139,96
OSGEP,244,165
OSGEPL1,151,124
OSGIN1,9,1
OSGIN2,47,3
OSM,1,0
OSMR,13,8
OSR1,8,5
OST4,72,52
OSTC,97,53
OSTF1,171,130
OSTM1,142,76
OSTN,23,8
OTC,7,7
OTOA,10,0
OTOF,5,3
OTOGL,10,4
OTOR,15,8
OTOS,17,10
OTUB1,335,271
OTUB2,24,5
OTUD1,50,0
OTUD3,40,25
OTUD4,28,5
OTUD5,104,69
OTUD6B,77,33
OTUD7A,5,1
OTUD7B,4,2
OTULIN,29,3
OTULINL,46,16
OTX1,39,20
OTX2,33,13
OVCA2,10,1
OVCH1,2,1
OVGP1,22,8
OVOL2,13,1
OXA1L,195,111
OXCT1,244,160
OXCT2,12,0
OXER1,4,0
OXGR1,15,2
OXLD1,16,11
OXNAD1,153,73
OXR1,285,92
OXSM,83,50
OXSR1,96,24
OXT,3,0
OXTR,3,0
P2RX1,4,2
P2RX2,2,1
P2RX3,7,1
P2RX4,98,71
P2RX5,75,38
P2RX5-TAX1BP3,7,0
P2RX6,52,32
P2RX7,33,6
P2RY1,94,1
P2RY11,2,1
P2RY12,34,11
P2RY13,10,4
P2RY14,11,3
P2RY2,4,1
P2RY4,1,0
P2RY6,5,0
P3H1,78,33
P3H2,26,4
P3H3,53,28
P3H4,42,20
P4HA1,194,83
P4HA2,107,53
P4HA3,13,12
P4HB,145,86
P4HTM,178,116
PA2G4,407,347
PAAF1,332,308
PABIR1,147,6
PABIR2,100,57
PABIR3,35,17
PABPC1,615,443
PABPC1L,66,22
PABPC1L2A,34,0
PABPC1L2B,65,1
PABPC3,16,0
PABPC4,238,100
PABPC4L,4,1
PABPC5,24,5
PABPN1,114,85
PABPN1L,1,0
PACC1,143,108
PACRG,10,2
PACRGL,185,125
PACS1,67,8
PACS2,175,75
PACSIN1,173,110
PACSIN2,98,58
PACSIN3,37,31
PADI2,77,39
PADI4,11,5
PAF1,271,188
PAFAH1B1,326,134
PAFAH1B2,121,78
PAFAH1B3,244,211
PAFAH2,51,32
PAG1,18,3
PAGE1,2,1
PAGE2B,1,1
PAGE4,2,1
PAGR1,42,14
PAH,43,27
PAICS,309,204
PAIP1,296,218
PAIP2,428,387
PAIP2B,45,22
PAK1,583,446
PAK1IP1,138,93
PAK2,263,87
PAK3,234,174
PAK4,48,15
PAK5,125,59
PAK6,300,191
PALB2,76,59
PALD1,46,11
PALLD,151,39
PALM,95,51
PALM2AKAP2,184,60
PALM3,18,13
PALMD,171,85
PAM,360,265
PAM16,76,51
PAMR1,61,29
PAN2,132,85
PAN3,51,12
PANK1,68,25
PANK2,174,71
PANK3,95,17
PANK4,94,63
PANO1,9,0
PANX1,91,16
PANX2,18,1
PAOX,53,9
PAPLN,18,4
PAPOLA,486,275
PAPOLB,4,0
PAPOLG,148,59
PAPPA,1,0
PAPPA2,21,11
PAPSS1,243,187
PAPSS2,43,6
PAQR3,45,16
PAQR4,45,15
PAQR5,5,3
PAQR6,277,222
PAQR7,11,8
PAQR8,35,26
PARD3,77,14
PARD3B,61,9
PARD6A,29,17
PARD6B,12,0
PARD6G,31,27
PARG,172,138
PARK7,357,319
PARL,163,109
PARM1,61,11
PARN,112,78
PARP1,490,255
PARP10,23,6
PARP11,77,37
PARP12,12,2
PARP14,43,24
PARP16,75,56
PARP2,368,247
PARP3,96,54
PARP4,63,19
PARP6,273,194
PARP8,125,44
PARP9,42,16
PARPBP,75,57
PARS2,11,3
PARVA,114,58
PARVB,117,83
PARVG,31,17
PASK,131,47
PATE2,1,1
PATJ,115,57
PATL1,100,28
PATL2,4,0
PATZ1,72,32
PAWR,50,2
PAX3,6,3
PAX4,9,7
PAX6,738,450
PAX7,6,2
PAX8,18,4
PAXBP1,165,35
PAXIP1,94,81
PAXX,151,122
PBDC1,125,74
PBK,90,54
PBLD,52,34
PBOV1,1,0
PBRM1,347,132
PBX1,230,138
PBX2,16,5
PBX3,85,17
PBX4,45,22
PBXIP1,104,60
PC,196,140
PCARE,1,1
PCBD1,72,51
PCBD2,40,22
PCBP1,79,71
PCBP2,1041,837
PCBP3,64,40
PCBP4,253,210
PCCA,238,159
PCCB,259,205
PCDH1,30,10
PCDH10,302,124
PCDH11X,21,2
PCDH11Y,19,8
PCDH12,29,1
PCDH15,20,5
PCDH17,36,8
PCDH18,47,11
PCDH19,21,4
PCDH20,13,3
PCDH7,9,7
PCDH8,54,2
PCDH9,83,59
PCDHA1,10,2
PCDHA10,9,1
PCDHA11,17,0
PCDHA12,6,4
PCDHA13,43,19
PCDHA2,4,0
PCDHA3,14,8
PCDHA4,18,4
PCDHA5,4,1
PCDHA6,11,4
PCDHA7,2,1
PCDHA8,4,2
PCDHA9,3,0
PCDHAC1,6,0
PCDHAC2,116,45
PCDHB10,74,1
PCDHB11,2,2
PCDHB12,6,4
PCDHB13,47,0
PCDHB14,2,1
PCDHB15,4,4
PCDHB16,4,0
PCDHB2,10,3
PCDHB3,1,1
PCDHB4,9,9
PCDHB5,4,4
PCDHB6,1,0
PCDHB7,55,2
PCDHB8,24,0
PCDHB9,6,5
PCDHGA1,3,2
PCDHGA10,19,15
PCDHGA11,23,12
PCDHGA12,110,81
PCDHGA2,16,14
PCDHGA3,5,1
PCDHGA4,7,2
PCDHGA5,7,4
PCDHGA6,9,5
PCDHGA7,4,0
PCDHGA8,2,1
PCDHGA9,31,4
PCDHGB1,9,4
PCDHGB2,21,15
PCDHGB3,7,4
PCDHGB4,8,5
PCDHGB5,28,16
PCDHGB6,19,2
PCDHGB7,42,11
PCDHGC3,133,88
PCDHGC4,54,17
PCDHGC5,220,173
PCED1A,102,91
PCED1B,25,15
PCF11,236,65
PCGF1,126,104
PCGF2,87,51
PCGF3,469,323
PCGF5,125,53
PCGF6,90,59
PCID2,339,260
PCIF1,244,181
PCK1,2,1
PCK2,52,19
PCLAF,114,74
PCLO,209,60
PCM1,807,388
PCMT1,452,379
PCMTD1,277,138
PCMTD2,183,75
PCNA,126,90
PCNP,656,564
PCNT,358,145
PCNX1,146,15
PCNX2,87,45
PCNX3,170,110
PCNX4,211,105
PCOLCE,73,28
PCOLCE2,23,8
PCP2,2,0
PCP4,57,42
PCP4L1,53,42
PCSK1,119,39
PCSK1N,158,152
PCSK2,152,58
PCSK4,16,6
PCSK5,46,12
PCSK6,35,11
PCSK7,125,71
PCSK9,31,4
PCTP,54,30
PCYOX1,100,45
PCYOX1L,74,36
PCYT1A,131,71
PCYT1B,53,22
PCYT2,102,52
PDAP1,431,369
PDCD10,204,126
PDCD11,158,33
PDCD1LG2,5,1
PDCD2,197,103
PDCD2L,72,38
PDCD4,323,201
PDCD5,182,128
PDCD6,187,122
PDCD6IP,265,109
PDCD7,30,18
PDCL,152,107
PDCL2,1,0
PDCL3,137,86
PDE10A,36,16
PDE11A,7,7
PDE12,69,14
PDE1A,209,105
PDE1B,130,79
PDE1C,70,24
PDE2A,207,151
PDE3A,5,0
PDE3B,44,0
PDE4A,88,46
PDE4B,248,129
PDE4C,4,2
PDE4D,69,21
PDE4DIP,606,219
PDE5A,31,17
PDE6A,1,1
PDE6B,98,92
PDE6D,88,57
PDE6G,2,0
PDE6H,11,9
PDE7A,50,25
PDE7B,47,8
PDE8A,87,6
PDE8B,89,26
PDE9A,186,94
PDF,25,16
PDGFA,93,65
PDGFB,28,16
PDGFC,77,39
PDGFD,50,6
PDGFRA,62,10
PDGFRB,51,20
PDGFRL,17,8
PDHA1,413,260
PDHB,287,243
PDHX,230,141
PDIA2,113,65
PDIA3,315,240
PDIA4,152,86
PDIA5,53,32
PDIA6,1415,1290
PDIK1L,55,18
PDK1,57,19
PDK2,210,129
PDK3,79,21
PDK4,47,10
PDLIM1,34,21
PDLIM2,31,1
PDLIM3,72,30
PDLIM4,39,17
PDLIM5,63,24
PDLIM7,230,198
PDP1,123,76
PDP2,54,24
PDPK1,37,16
PDPN,150,92
PDPR,15,11
PDRG1,62,40
PDS5A,185,63
PDS5B,377,198
PDSS1,89,51
PDSS2,70,43
PDXDC1,103,40
PDXK,131,78
PDXP,15,11
PDYN,15,4
PDZD11,183,155
PDZD2,107,28
PDZD4,81,70
PDZD7,123,50
PDZD8,53,30
PDZD9,8,7
PDZK1,13,9
PDZK1IP1,3,0
PDZRN3,51,18
PDZRN4,86,10
PEA15,1136,1084
PEAK1,69,51
PEAR1,9,3
PEBP1,552,526
PEBP4,19,10
PECAM1,163,111
PECR,67,59
PEDS1,51,21
PEDS1-UBE2V1,3,1
PEF1,97,75
PEG10,73,52
PEG3,156,86
PELI1,68,31
PELI2,29,3
PELI3,43,14
PELO,64,3
PELP1,84,44
PEMT,65,46
PENK,57,36
PEPD,179,143
PER1,30,9
PER2,32,6
PER3,111,51
PERM1,2,1
PERP,30,16
PES1,607,507
PET100,106,83
PET117,25,17
PEX1,158,65
PEX10,58,28
PEX11A,25,13
PEX11B,132,113
PEX11G,25,15
PEX12,24,10
PEX13,173,122
PEX14,66,43
PEX16,965,881
PEX19,235,168
PEX2,117,65
PEX26,126,87
PEX3,173,88
PEX5,169,106
PEX5L,195,51
PEX6,70,26
PEX7,79,42
PF4,6,1
PF4V1,4,1
PFAS,66,20
PFDN1,114,80
PFDN2,79,60
PFDN4,213,162
PFDN5,357,284
PFDN6,44,13
PFKFB1,3,3
PFKFB2,71,47
PFKFB3,180,107
PFKFB4,60,39
PFKL,329,260
PFKM,522,409
PFKP,501,364
PFN1,154,141
PFN2,1443,1378
PFN3,5,0
PFN4,12,5
PGA3,7,0
PGA4,3,0
PGA5,6,0
PGAM1,190,164
PGAM2,12,2
PGAM5,121,107
PGAP1,77,17
PGAP2,188,118
PGAP3,78,46
PGAP4,42,29
PGAP6,70,26
PGBD1,130,59
PGBD2,36,13
PGBD4,75,7
PGBD5,119,53
PGD,505,453
PGF,21,9
PGGHG,24,7
PGGT1B,91,54
PGK1,547,461
PGLS,102,59
PGLYRP1,1,0
PGM1,110,76
PGM2,125,41
PGM2L1,102,20
PGM3,179,76
PGM5,5,1
PGP,41,21
PGPEP1,87,78
PGPEP1L,5,2
PGRMC1,122,100
PGRMC2,82,46
PGS1,186,121
PHACTR1,169,55
PHACTR2,135,32
PHACTR3,267,141
PHACTR4,150,110
PHAX,359,290
PHB2,265,249
PHC1,198,59
PHC2,120,82
PHC3,72,35
PHETA1,8,5
PHETA2,9,4
PHEX,1,1
PHF1,54,24
PHF10,82,11
PHF11,117,52
PHF12,131,37
PHF13,38,12
PHF14,340,203
PHF19,70,41
PHF2,55,21
PHF20,224,61
PHF20L1,290,111
PHF21A,239,126
PHF21B,49,23
PHF23,131,94
PHF24,142,67
PHF3,297,44
PHF5A,105,86
PHF6,161,63
PHF7,51,23
PHF8,54,15
PHGDH,212,157
PHIP,338,132
PHKA1,55,13
PHKA2,98,50
PHKB,276,89
PHKG1,28,12
PHKG2,243,164
PHLDA1,97,24
PHLDA2,8,1
PHLDA3,23,8
PHLDB1,207,91
PHLDB2,38,8
PHLDB3,28,16
PHLPP1,90,20
PHLPP2,34,12
PHOSPHO1,15,8
PHOSPHO2,52,37
PHPT1,147,112
PHRF1,43,1
PHTF1,316,131
PHTF2,143,53
PHYH,145,98
PHYHD1,160,123
PHYHIP,309,259
PHYHIPL,297,187
PHYKPL,123,75
PI16,53,41
PI4K2A,36,6
PI4K2B,43,17
PI4KA,436,350
PI4KB,196,131
PIANP,73,54
PIAS1,132,25
PIAS2,217,76
PIAS3,83,58
PIAS4,34,25
PIBF1,227,113
PICALM,1224,784
PICK1,149,96
PID1,85,55
PIDD1,104,58
PIEZO1,35,9
PIEZO2,23,1
PIF1,29,17
PIFO,41,15
PIGA,32,7
PIGB,121,95
PIGBOS1,23,11
PIGC,104,97
PIGF,100,59
PIGG,229,78
PIGH,92,60
PIGK,150,88
PIGL,89,57
PIGM,125,15
PIGN,116,22
PIGO,78,56
PIGP,70,33
PIGQ,130,51
PIGS,105,74
PIGT,162,73
PIGU,104,82
PIGV,71,23
PIGW,11,0
PIGX,88,34
PIGY,78,71
PIGZ,19,9
PIH1D1,250,191
PIH1D2,49,19
PIK3AP1,10,3
PIK3C2A,106,31
PIK3C2B,28,5
PIK3C2G,4,3
PIK3C3,255,75
PIK3CA,118,5
PIK3CB,149,44
PIK3CD,46,17
PIK3CG,3,1
PIK3IP1,47,23
PIK3R1,274,124
PIK3R2,37,17
PIK3R3,123,38
PIK3R4,74,31
PIK3R5,3,1
PIK3R6,6,3
PIKFYVE,126,22
PILRA,21,6
PILRB,69,62
PIM1,42,15
PIM2,38,25
PIM3,33,9
PIMREG,145,132
PIN1,426,376
PIN4,133,101
PINK1,92,26
PINLYP,49,19
PINX1,86,40
PIP4K2A,95,47
PIP4K2B,74,32
PIP4K2C,144,102
PIP4P1,82,52
PIP4P2,185,113
PIP5K1A,70,38
PIP5K1B,89,28
PIP5K1C,42,10
PIP5KL1,30,15
PIPOX,65,38
PIR,49,33
PIRT,3,0
PISD,266,208
PITHD1,115,99
PITPNA,66,44
PITPNB,273,237
PITPNC1,99,66
PITPNM1,74,50
PITPNM2,26,7
PITPNM3,13,6
PITRM1,364,226
PITX2,6,1
PIWIL2,2,0
PIWIL4,49,46
PJA1,547,495
PJA2,371,236
PJVK,37,17
PKD1,56,35
PKD1L1,1,0
PKD1L2,10,3
PKD2,52,17
PKD2L1,41,29
PKD2L2,7,7
PKDCC,60,27
PKDREJ,1,1
PKIA,136,82
PKIB,52,13
PKIG,188,143
PKLR,4,0
PKM,991,953
PKMYT1,34,11
PKN1,112,62
PKN2,170,28
PKN3,49,13
PKNOX1,139,49
PKNOX2,221,146
PKP1,2,2
PKP2,32,1
PKP3,4,0
PKP4,410,307
PLA1A,13,3
PLA2G10,1,1
PLA2G12A,94,24
PLA2G15,70,35
PLA2G1B,3,0
PLA2G2A,1,0
PLA2G2C,10,6
PLA2G3,20,12
PLA2G4A,31,8
PLA2G4B,82,46
PLA2G4C,156,116
PLA2G4D,3,1
PLA2G5,42,31
PLA2G6,110,72
PLA2G7,36,23
PLA2R1,2,1
PLAA,172,86
PLAAT1,60,42
PLAAT2,1,0
PLAAT3,73,52
PLAAT4,22,3
PLAAT5,34,22
PLAC8,3,0
PLAC8L1,11,1
PLAC9,29,11
PLAG1,7,1
PLAGL1,116,81
PLAGL2,9,2
PLAT,60,30
PLAU,11,5
PLAUR,56,28
PLB1,18,7
PLBD1,11,1
PLBD2,59,17
PLCB1,248,69
PLCB2,68,49
PLCB3,21,0
PLCB4,110,28
PLCD1,82,56
PLCD3,36,16
PLCD4,27,11
PLCE1,113,23
PLCG1,141,65
PLCG2,20,2
PLCH1,83,48
PLCH2,36,32
PLCL1,77,12
PLCL2,115,12
PLCXD1,138,115
PLCXD2,11,4
PLCXD3,11,0
PLD1,32,4
PLD2,131,72
PLD3,801,700
PLD4,30,11
PLD5,54,13
PLD6,10,4
PLEC,11,2
PLEK,16,3
PLEK2,4,2
PLEKHA1,222,139
PLEKHA2,11,11
PLEKHA3,98,39
PLEKHA4,10,5
PLEKHA5,307,144
PLEKHA6,98,58
PLEKHA7,47,19
PLEKHA8,87,59
PLEKHB1,423,386
PLEKHB2,180,129
PLEKHD1,8,2
PLEKHF1,6,1
PLEKHF2,21,12
PLEKHG1,31,8
PLEKHG2,72,53
PLEKHG3,46,13
PLEKHG4,25,11
PLEKHG4B,75,12
PLEKHG5,62,21
PLEKHH1,65,13
PLEKHH2,19,2
PLEKHH3,7,0
PLEKHJ1,147,100
PLEKHM1,43,9
PLEKHM2,190,93
PLEKHM3,23,11
PLEKHO1,111,62
PLEKHO2,20,9
PLGLB1,33,25
PLGLB2,7,6
PLGRKT,88,59
PLIN2,103,65
PLIN3,57,35
PLIN4,4,0
PLIN5,28,11
PLK1,84,44
PLK2,291,225
PLK3,67,27
PLK4,111,41
PLK5,20,3
PLLP,54,44
PLN,5,0
PLOD1,104,60
PLOD2,75,18
PLOD3,73,40
PLP1,500,434
PLP2,33,18
PLPBP,147,107
PLPP1,98,76
PLPP2,20,7
PLPP3,84,71
PLPP4,36,24
PLPP5,334,252
PLPP6,68,5
PLPP7,32,12
PLPPR1,207,140
PLPPR2,182,132
PLPPR3,27,17
PLPPR4,64,23
PLPPR5,127,58
PLRG1,293,198
PLS1,55,25
PLS3,202,129
PLSCR1,125,53
PLSCR2,1,1
PLSCR3,94,63
PLSCR4,128,65
PLSCR5,4,4
PLTP,244,169
PLVAP,12,3
PLXDC1,81,48
PLXDC2,70,6
PLXNA1,87,11
PLXNA2,125,54
PLXNA3,90,18
PLXNA4,52,17
PLXNB1,112,70
PLXNB2,101,52
PLXNB3,44,10
PLXNC1,77,14
PLXND1,58,13
PM20D1,3,1
PM20D2,33,19
PMAIP1,8,2
PMCH,2,1
PMEL,5,2
PMEPA1,17,1
PMF1,89,67
PMF1-BGLAP,59,42
PMFBP1,5,0
PML,94,16
PMM1,160,142
PMM2,62,23
PMP2,122,86
PMP22,76,42
PMPCA,189,134
PMPCB,462,335
PMS1,307,136
PMS2,129,53
PMVK,96,81
PNCK,184,156
PNISR,430,228
PNKD,192,155
PNKP,128,87
PNLDC1,40,25
PNMA1,183,137
PNMA2,99,58
PNMA3,59,22
PNMA5,23,12
PNMA6A,6,1
PNMA6F,6,2
PNMA8A,138,82
PNMA8B,11,11
PNMA8C,56,8
PNMT,30,10
PNN,249,155
PNO1,85,40
PNOC,47,32
PNP,53,19
PNPLA1,1,0
PNPLA2,51,21
PNPLA3,36,20
PNPLA4,70,45
PNPLA5,9,4
PNPLA6,172,153
PNPLA7,51,15
PNPLA8,326,212
PNPO,54,17
PNPT1,279,216
PNRC1,73,45
PNRC2,114,79
POC1A,87,57
POC1B,137,92
POC1B-GALNT4,1,0
POC5,87,51
PODN,14,6
PODNL1,10,4
PODXL,39,19
PODXL2,156,85
POFUT1,32,10
POFUT2,34,15
POGK,136,59
POGLUT1,96,50
POGLUT2,57,35
POGLUT3,17,3
POGZ,167,57
POLA1,329,154
POLA2,90,35
POLB,393,275
POLD1,115,37
POLD2,291,249
POLD3,128,57
POLD4,73,49
POLDIP2,278,208
POLDIP3,165,129
POLE,72,16
POLE2,62,42
POLE3,328,285
POLE4,78,57
POLG,107,26
POLG2,128,62
POLH,58,35
POLI,128,62
POLK,127,89
POLL,200,146
POLM,120,93
POLN,15,8
POLQ,40,15
POLR1A,59,16
POLR1B,112,24
POLR1C,174,120
POLR1D,130,90
POLR1E,90,54
POLR1F,35,13
POLR1G,41,16
POLR1H,27,10
POLR2A,98,36
POLR2B,376,245
POLR2C,126,95
POLR2D,197,178
POLR2E,297,245
POLR2F,176,137
POLR2G,180,113
POLR2H,133,64
POLR2I,190,153
POLR2J,71,53
POLR2J2,34,22
POLR2J3,243,202
POLR2K,195,171
POLR2L,36,33
POLR2M,147,61
POLR3A,184,38
POLR3B,91,27
POLR3C,285,169
POLR3D,92,32
POLR3E,194,59
POLR3F,130,85
POLR3G,82,45
POLR3GL,135,78
POLR3H,145,100
POLR3K,35,19
POLRMT,76,43
POM121,80,31
POM121C,45,18
POMC,3,1
POMGNT1,306,259
POMGNT2,19,17
POMK,42,15
POMP,300,255
POMT1,268,164
POMT2,97,45
POMZP3,32,7
PON1,1,1
PON2,303,196
PON3,23,18
POP1,67,14
POP4,91,46
POP5,108,69
POP7,41,32
POPDC2,38,34
POPDC3,62,27
POR,146,93
PORCN,174,148
POSTN,8,2
POT1,88,21
POTEI,5,5
POU2AF1,2,2
POU2F1,33,12
POU2F2,8,4
POU2F3,1,0
POU3F1,11,0
POU3F2,191,38
POU3F3,208,200
POU3F4,78,5
POU5F1,1,0
POU5F2,14,0
POU6F1,104,84
POU6F2,137,99
PPA1,246,202
PPA2,314,186
PPAN,89,53
PPAN-P2RY11,1,0
PPARA,11,4
PPARD,75,46
PPARG,38,3
PPARGC1A,3,0
PPARGC1B,14,3
PPAT,141,61
PPBP,11,1
PPCDC,50,19
PPCS,120,69
PPDPF,99,82
PPEF1,78,71
PPFIA1,251,77
PPFIA2,663,296
PPFIA3,105,22
PPFIA4,99,58
PPFIBP1,321,187
PPFIBP2,94,45
PPHLN1,315,203
PPIA,626,530
PPIB,105,83
PPIC,22,9
PPID,231,152
PPIE,447,365
PPIF,75,44
PPIG,349,208
PPIH,193,141
PPIL1,48,34
PPIL2,265,127
PPIL3,245,176
PPIL4,264,173
PPIL6,87,56
PPIP5K1,100,41
PPIP5K2,282,111
PPL,5,3
PPM1A,124,36
PPM1B,176,89
PPM1D,103,34
PPM1E,20,5
PPM1F,32,10
PPM1G,190,147
PPM1H,33,5
PPM1J,39,26
PPM1K,375,331
PPM1L,27,6
PPM1M,46,18
PPM1N,16,6
PPME1,364,303
PPOX,383,289
PPP1CA,121,93
PPP1CB,305,173
PPP1CC,196,126
PPP1R10,38,4
PPP1R11,34,19
PPP1R12A,316,144
PPP1R12B,98,22
PPP1R12C,74,53
PPP1R13B,89,28
PPP1R13L,11,0
PPP1R14A,52,41
PPP1R14B,40,26
PPP1R14C,36,17
PPP1R15A,94,54
PPP1R15B,69,16
PPP1R16A,85,47
PPP1R16B,37,8
PPP1R17,63,33
PPP1R18,17,2
PPP1R1A,185,113
PPP1R1B,226,199
PPP1R1C,29,12
PPP1R2,129,78
PPP1R21,363,162
PPP1R26,23,19
PPP1R2B,1,0
PPP1R32,48,14
PPP1R35,23,11
PPP1R36,3,3
PPP1R37,23,5
PPP1R3B,4,1
PPP1R3C,51,37
PPP1R3D,42,0
PPP1R3E,104,65
PPP1R3F,71,35
PPP1R3G,42,0
PPP1R42,47,40
PPP1R7,306,202
PPP1R8,77,41
PPP1R9A,221,90
PPP1R9B,59,28
PPP2CA,761,659
PPP2CB,137,107
PPP2R1A,599,553
PPP2R1B,131,37
PPP2R2A,174,76
PPP2R2B,424,315
PPP2R2C,177,129
PPP2R2D,111,52
PPP2R3A,126,16
PPP2R3B,25,2
PPP2R3C,487,366
PPP2R5A,69,25
PPP2R5B,148,109
PPP2R5C,921,608
PPP2R5D,215,134
PPP2R5E,277,148
PPP3CA,375,143
PPP3CB,331,166
PPP3CC,208,134
PPP3R1,53,35
PPP4C,221,160
PPP4R1,203,112
PPP4R2,118,36
PPP4R3A,231,61
PPP4R3B,382,227
PPP4R4,56,10
PPP5C,216,159
PPP6C,181,105
PPP6R1,42,19
PPP6R2,190,66
PPP6R3,372,194
PPRC1,200,49
PPT1,228,170
PPT2,33,8
PPT2-EGFL8,2,2
PPTC7,10,3
PPWD1,216,92
PQBP1,249,155
PRADC1,50,33
PRAF2,51,33
PRAG1,3,0
PRAM1,8,0
PRAP1,27,23
PRB2,6,5
PRC1,243,184
PRCC,192,115
PRCD,32,22
PRCP,117,54
PRDM1,3,0
PRDM10,46,16
PRDM11,17,4
PRDM12,2,1
PRDM15,20,9
PRDM16,21,7
PRDM2,240,72
PRDM4,76,32
PRDM5,50,8
PRDM6,2,0
PRDM8,34,29
PRDX1,299,269
PRDX2,449,401
PRDX3,268,240
PRDX4,86,69
PRDX5,330,304
PRDX6,187,129
PREB,114,80
PRELID1,89,60
PRELID2,22,9
PRELID3A,77,44
PRELID3B,140,78
PRELP,30,6
PREP,275,203
PREPL,403,203
PREX1,145,61
PREX2,97,14
PRF1,2,0
PRG2,1,0
PRH1,22,17
PRICKLE1,110,22
PRICKLE2,38,3
PRICKLE3,7,2
PRIM1,158,140
PRIM2,82,34
PRIMA1,2,1
PRIMPOL,190,121
PRKAA1,86,31
PRKAA2,37,13
PRKAB1,112,68
PRKAB2,32,14
PRKACA,29,16
PRKACB,578,400
PRKAG1,183,146
PRKAG2,177,93
PRKAG3,1,1
PRKAR1A,968,835
PRKAR1B,371,321
PRKAR2A,53,22
PRKAR2B,146,55
PRKCA,38,9
PRKCB,116,71
PRKCD,72,18
PRKCE,78,23
PRKCG,181,112
PRKCH,36,1
PRKCI,112,34
PRKCQ,35,18
PRKCSH,402,325
PRKCZ,331,253
PRKD1,87,57
PRKD2,53,15
PRKD3,69,25
PRKDC,298,98
PRKG1,21,1
PRKG2,48,5
PRKN,68,42
PRKRA,297,156
PRKRIP1,180,117
PRKX,34,20
PRL,5,0
PRLHR,5,1
PRLR,1,1
PRMT1,349,312
PRMT2,624,407
PRMT3,143,76
PRMT5,287,236
PRMT6,13,8
PRMT7,369,245
PRMT8,160,110
PRMT9,60,23
PRND,4,0
PRNP,308,291
PROB1,17,0
PROC,5,0
PROCA1,68,40
PROCR,28,5
PRODH,24,8
PROK1,1,0
PROK2,5,0
PROKR1,3,0
PROKR2,61,39
PROM1,171,99
PROM2,1,0
PRORP,166,67
PROS1,49,16
PROSER1,103,23
PROSER3,18,13
PROX1,5,2
PROX2,7,7
PRPF18,107,66
PRPF19,167,136
PRPF3,342,237
PRPF31,62,23
